              Maximum Pseudo-likelihood Estimation of Species Trees (MPEST_1.5)  

                                     by

                                  Liang Liu

                          Department of Statistics
                            University of Georgia
                                 lliu@uga.edu

                 Distributed under the GNU General Public License

	round 1000 		loglike -100922.170697 	....completed....
	round 144000 		loglike -89782.226138 	....completed....
	round 145000 		loglike -89782.226138 	....completed....
	round 146000 		loglike -89782.226138 	....completed....
	round 147000 		loglike -89782.226138 	....completed....
	round 148000 		loglike -89782.226138 	....completed....
	round 149000 		loglike -89782.226138 	....completed....
	round 150000 		loglike -89782.226138 	....completed....
	round 151000 		loglike -89782.226138 	....completed....
	round 152000 		loglike -89782.226138 	....completed....
	round 153000 		loglike -89782.226138 	....completed....
	round 154000 		loglike -89782.226138 	....completed....
	round 155000 		loglike -89782.226138 	....completed....
	round 156000 		loglike -89782.226132 	....completed....
	round 157000 		loglike -89782.226028 	....completed....
	round 158000 		loglike -89782.225976 	....completed....
	round 159000 		loglike -89782.225929 	....completed....
	round 160000 		loglike -89782.225923 	....completed....
	round 161000 		loglike -89782.225918 	....completed....
	round 162000 		loglike -89782.225918 	....completed....
	round 163000 		loglike -89782.225918 	....completed....
	round 164000 		loglike -89782.225918 	....completed....
	round 165000 		loglike -89782.225918 	....completed....
	round 166000 		loglike -89782.225918 	....completed....
	round 167000 		loglike -89782.225918 	....completed....
	round 168000 		loglike -89782.225918 	....completed....
	round 169000 		loglike -89782.225918 	....completed....
	round 170000 		loglike -89782.225918 	....completed....
	round 171000 		loglike -89782.225918 	....completed....
	round 172000 		loglike -89782.225918 	....completed....
	round 173000 		loglike -89782.225918 	....completed....
	round 174000 		loglike -89782.225918 	....completed....
	round 175000 		loglike -89782.225917 	....completed....
	round 176000 		loglike -89782.225917 	....completed....
	round 177000 		loglike -89782.225917 	....completed....
	round 178000 		loglike -89782.225917 	....completed....
	round 179000 		loglike -89782.225917 	....completed....
	round 180000 		loglike -89782.225909 	....completed....
	round 181000 		loglike -89782.225909 	....completed....
	round 182000 		loglike -89782.225909 	....completed....
	round 183000 		loglike -89782.225909 	....completed....
	round 184000 		loglike -89782.225909 	....completed....
	round 185000 		loglike -89782.225909 	....completed....
	round 186000 		loglike -89782.225909 	....completed....
	round 187000 		loglike -89782.225909 	....completed....
	round 188000 		loglike -89782.225909 	....completed....
	round 189000 		loglike -89782.225909 	....completed....
	round 190000 		loglike -89782.225909 	....completed....
	round 191000 		loglike -89782.225909 	....completed....
	round 192000 		loglike -89782.225909 	....completed....
	round 193000 		loglike -89782.225909 	....completed....
	round 194000 		loglike -89782.225909 	....completed....
	round 195000 		loglike -89782.225909 	....completed....
	round 196000 		loglike -89782.225909 	....completed....
	round 197000 		loglike -89782.225909 	....completed....
	round 198000 		loglike -89782.225909 	....completed....
	round 199000 		loglike -89782.225909 	....completed....
	round 200000 		loglike -89782.225909 	....completed....
	round 201000 		loglike -89782.225909 	....completed....
			Analysis is completed in 4 seconds (cpu time is 4 seconds)
              Maximum Pseudo-likelihood Estimation of Species Trees (MPEST_1.5)  

                                     by

                                  Liang Liu

                          Department of Statistics
                            University of Georgia
                                 lliu@uga.edu

                 Distributed under the GNU General Public License

	round 1000 		loglike -104124.599324 	....completed....
	round 2000 		loglike -102252.694947 	....completed....
	round 3000 		loglike -100032.497612 	....completed....
	round 4000 		loglike -98926.767066 	....completed....
	round 5000 		loglike -98138.337585 	....completed....
	round 6000 		loglike -97404.175458 	....completed....
	round 7000 		loglike -96350.757582 	....completed....
	round 8000 		loglike -95876.405132 	....completed....
	round 9000 		loglike -95490.253496 	....completed....
	round 10000 		loglike -95299.801582 	....completed....
	round 11000 		loglike -94902.722340 	....completed....
	round 12000 		loglike -94724.066825 	....completed....
	round 13000 		loglike -94542.397876 	....completed....
	round 14000 		loglike -94396.102365 	....completed....
	round 15000 		loglike -94086.809772 	....completed....
	round 16000 		loglike -93869.690536 	....completed....
	round 17000 		loglike -93751.739287 	....completed....
	round 18000 		loglike -93624.150605 	....completed....
	round 19000 		loglike -93538.683770 	....completed....
	round 20000 		loglike -93492.675824 	....completed....
	round 21000 		loglike -93417.301733 	....completed....
	round 22000 		loglike -93334.963205 	....completed....
	round 23000 		loglike -93283.461241 	....completed....
	round 24000 		loglike -93276.615355 	....completed....
	round 25000 		loglike -93244.953349 	....completed....
	round 26000 		loglike -93196.208889 	....completed....
	round 27000 		loglike -93170.640480 	....completed....
	round 28000 		loglike -93148.809028 	....completed....
	round 29000 		loglike -93145.827005 	....completed....
	round 30000 		loglike -93141.153583 	....completed....
	round 31000 		loglike -93126.713744 	....completed....
	round 32000 		loglike -93106.349777 	....completed....
	round 33000 		loglike -93097.572436 	....completed....
	round 34000 		loglike -93091.473369 	....completed....
	round 35000 		loglike -93087.944148 	....completed....
	round 36000 		loglike -93082.511243 	....completed....
	round 37000 		loglike -93079.060883 	....completed....
	round 38000 		loglike -93076.605323 	....completed....
	round 39000 		loglike -93075.014913 	....completed....
	round 40000 		loglike -93074.019745 	....completed....
	round 41000 		loglike -93074.019745 	....completed....
	round 42000 		loglike -93074.002229 	....completed....
	round 43000 		loglike -93074.002229 	....completed....
	round 44000 		loglike -93073.994407 	....completed....
	round 45000 		loglike -93073.994407 	....completed....
	round 46000 		loglike -93073.994380 	....completed....
	round 47000 		loglike -93073.994016 	....completed....
	round 48000 		loglike -93073.993474 	....completed....
	round 49000 		loglike -93073.993474 	....completed....
	round 50000 		loglike -93073.993432 	....completed....
	round 51000 		loglike -93073.993432 	....completed....
	round 52000 		loglike -93073.993432 	....completed....
	round 53000 		loglike -93073.993432 	....completed....
	round 54000 		loglike -93073.991126 	....completed....
	round 55000 		loglike -93073.991126 	....completed....
	round 56000 		loglike -93073.985855 	....completed....
	round 57000 		loglike -93073.985855 	....completed....
	round 58000 		loglike -93073.985651 	....completed....
	round 59000 		loglike -93073.985651 	....completed....
	round 60000 		loglike -93073.985641 	....completed....
	round 61000 		loglike -93073.985641 	....completed....
	round 62000 		loglike -93073.985639 	....completed....
	round 63000 		loglike -93073.985273 	....completed....
	round 64000 		loglike -93073.985273 	....completed....
	round 65000 		loglike -93073.985273 	....completed....
	round 66000 		loglike -93073.985273 	....completed....
	round 67000 		loglike -93073.985273 	....completed....
	round 68000 		loglike -93073.985273 	....completed....
	round 69000 		loglike -93073.985263 	....completed....
	round 70000 		loglike -93073.985263 	....completed....
	round 71000 		loglike -93073.985263 	....completed....
	round 72000 		loglike -93073.985263 	....completed....
	round 73000 		loglike -93073.984780 	....completed....
	round 74000 		loglike -93073.984780 	....completed....
	round 75000 		loglike -93073.984780 	....completed....
	round 76000 		loglike -93073.984780 	....completed....
	round 77000 		loglike -93073.984780 	....completed....
	round 78000 		loglike -93073.984780 	....completed....
	round 79000 		loglike -93073.984779 	....completed....
	round 80000 		loglike -93073.984746 	....completed....
	round 81000 		loglike -93073.984746 	....completed....
	round 82000 		loglike -93073.984743 	....completed....
	round 83000 		loglike -93073.984743 	....completed....
	round 84000 		loglike -93073.984743 	....completed....
	round 85000 		loglike -93073.984743 	....completed....
	round 86000 		loglike -93073.984743 	....completed....
	round 87000 		loglike -93073.984743 	....completed....
	round 88000 		loglike -93073.984740 	....completed....
	round 89000 		loglike -93073.984740 	....completed....
	round 90000 		loglike -93073.984255 	....completed....
	round 91000 		loglike -93073.984238 	....completed....
	round 92000 		loglike -93073.984215 	....completed....
	round 93000 		loglike -93073.984088 	....completed....
	round 94000 		loglike -93073.984088 	....completed....
	round 95000 		loglike -93073.984088 	....completed....
	round 96000 		loglike -93073.984088 	....completed....
	round 97000 		loglike -93073.984088 	....completed....
	round 98000 		loglike -93073.984040 	....completed....
	round 99000 		loglike -93073.984040 	....completed....
	round 100000 		loglike -93073.983886 	....completed....
	round 101000 		loglike -93073.983886 	....completed....
	round 102000 		loglike -93073.983886 	....completed....
	round 103000 		loglike -93073.983886 	....completed....
	round 104000 		loglike -93073.983886 	....completed....
	round 105000 		loglike -93073.983832 	....completed....
	round 106000 		loglike -93073.983832 	....completed....
	round 107000 		loglike -93073.983832 	....completed....
	round 108000 		loglike -93073.983785 	....completed....
	round 109000 		loglike -93073.983672 	....completed....
	round 110000 		loglike -93073.983655 	....completed....
	round 111000 		loglike -93073.983655 	....completed....
	round 112000 		loglike -93073.983655 	....completed....
	round 113000 		loglike -93073.983655 	....completed....
	round 114000 		loglike -93073.983655 	....completed....
	round 115000 		loglike -93073.983654 	....completed....
	round 116000 		loglike -93073.983654 	....completed....
	round 117000 		loglike -93073.983654 	....completed....
	round 118000 		loglike -93073.983654 	....completed....
	round 119000 		loglike -93073.983654 	....completed....
	round 120000 		loglike -93073.983654 	....completed....
	round 121000 		loglike -93073.983654 	....completed....
	round 122000 		loglike -93073.983654 	....completed....
	round 123000 		loglike -93073.983654 	....completed....
	round 124000 		loglike -93073.983654 	....completed....
	round 125000 		loglike -93073.983654 	....completed....
	round 126000 		loglike -93073.983654 	....completed....
	round 127000 		loglike -93073.983654 	....completed....
	round 128000 		loglike -93073.983654 	....completed....
	round 129000 		loglike -93073.983654 	....completed....
	round 130000 		loglike -93073.983654 	....completed....
	round 131000 		loglike -93073.983486 	....completed....
	round 132000 		loglike -93073.983318 	....completed....
	round 133000 		loglike -93073.983318 	....completed....
	round 134000 		loglike -93073.983318 	....completed....
	round 135000 		loglike -93073.983318 	....completed....
	round 136000 		loglike -93073.983318 	....completed....
	round 137000 		loglike -93073.983318 	....completed....
	round 138000 		loglike -93073.983318 	....completed....
	round 139000 		loglike -93073.983318 	....completed....
	round 140000 		loglike -93073.983318 	....completed....
	round 141000 		loglike -93073.983299 	....completed....
	round 142000 		loglike -93073.983299 	....completed....
	round 143000 		loglike -93073.983299 	....completed....
	round 144000 		loglike -93073.983299 	....completed....
	round 145000 		loglike -93073.983298 	....completed....
	round 146000 		loglike -93073.983298 	....completed....
	round 147000 		loglike -93073.983298 	....completed....
	round 148000 		loglike -93073.983298 	....completed....
	round 149000 		loglike -93073.983282 	....completed....
	round 150000 		loglike -93073.983282 	....completed....
	round 151000 		loglike -93073.983282 	....completed....
	round 152000 		loglike -93073.983282 	....completed....
	round 153000 		loglike -93073.983282 	....completed....
	round 154000 		loglike -93073.983158 	....completed....
	round 155000 		loglike -93073.983158 	....completed....
	round 156000 		loglike -93073.983158 	....completed....
	round 157000 		loglike -93073.983158 	....completed....
	round 158000 		loglike -93073.983158 	....completed....
	round 159000 		loglike -93073.983158 	....completed....
	round 160000 		loglike -93073.983157 	....completed....
	round 161000 		loglike -93073.983157 	....completed....
	round 162000 		loglike -93073.983157 	....completed....
	round 163000 		loglike -93073.983148 	....completed....
	round 164000 		loglike -93073.983148 	....completed....
	round 165000 		loglike -93073.983148 	....completed....
	round 166000 		loglike -93073.983148 	....completed....
	round 167000 		loglike -93073.983148 	....completed....
	round 168000 		loglike -93073.983148 	....completed....
	round 169000 		loglike -93073.983148 	....completed....
	round 170000 		loglike -93073.983148 	....completed....
	round 171000 		loglike -93073.983148 	....completed....
	round 172000 		loglike -93073.983147 	....completed....
	round 173000 		loglike -93073.983147 	....completed....
	round 174000 		loglike -93073.983147 	....completed....
	round 175000 		loglike -93073.983147 	....completed....
	round 176000 		loglike -93073.983147 	....completed....
	round 177000 		loglike -93073.983147 	....completed....
	round 178000 		loglike -93073.983147 	....completed....
	round 179000 		loglike -93073.983147 	....completed....
	round 180000 		loglike -93073.983147 	....completed....
	round 181000 		loglike -93073.983147 	....completed....
	round 182000 		loglike -93073.983147 	....completed....
	round 183000 		loglike -93073.983147 	....completed....
	round 184000 		loglike -93073.983147 	....completed....
	round 185000 		loglike -93073.983147 	....completed....
	round 186000 		loglike -93073.983147 	....completed....
	round 187000 		loglike -93073.983147 	....completed....
	round 188000 		loglike -93073.983147 	....completed....
	round 189000 		loglike -93073.983147 	....completed....
	round 190000 		loglike -93073.983147 	....completed....
	round 191000 		loglike -93073.983147 	....completed....
	round 192000 		loglike -93073.983147 	....completed....
	round 193000 		loglike -93073.983147 	....completed....
	round 194000 		loglike -93073.983147 	....completed....
	round 195000 		loglike -93073.983147 	....completed....
	round 196000 		loglike -93073.983147 	....completed....
	round 197000 		loglike -93073.983147 	....completed....
	round 198000 		loglike -93073.983147 	....completed....
	round 199000 		loglike -93073.983147 	....completed....
	round 200000 		loglike -93073.983147 	....completed....
	round 201000 		loglike -93073.983147 	....completed....
	round 202000 		loglike -93073.983146 	....completed....
	round 203000 		loglike -93073.983146 	....completed....
	round 204000 		loglike -93073.983146 	....completed....
	round 205000 		loglike -93073.983146 	....completed....
	round 206000 		loglike -93073.983146 	....completed....
	round 207000 		loglike -93073.983146 	....completed....
	round 208000 		loglike -93073.983146 	....completed....
	round 209000 		loglike -93073.983146 	....completed....
	round 210000 		loglike -93073.983146 	....completed....
	round 211000 		loglike -93073.983146 	....completed....
	round 212000 		loglike -93073.983146 	....completed....
	round 213000 		loglike -93073.983146 	....completed....
	round 214000 		loglike -93073.983146 	....completed....
	round 215000 		loglike -93073.983146 	....completed....
	round 216000 		loglike -93073.983146 	....completed....
	round 217000 		loglike -93073.983146 	....completed....
	round 218000 		loglike -93073.983146 	....completed....
	round 219000 		loglike -93073.983146 	....completed....
	round 220000 		loglike -93073.983146 	....completed....
	round 221000 		loglike -93073.983146 	....completed....
	round 222000 		loglike -93073.983141 	....completed....
	round 223000 		loglike -93073.983141 	....completed....
	round 224000 		loglike -93073.983141 	....completed....
	round 225000 		loglike -93073.983141 	....completed....
	round 226000 		loglike -93073.983141 	....completed....
	round 227000 		loglike -93073.983141 	....completed....
	round 228000 		loglike -93073.983141 	....completed....
	round 229000 		loglike -93073.983141 	....completed....
	round 230000 		loglike -93073.983141 	....completed....
	round 231000 		loglike -93073.983141 	....completed....
	round 232000 		loglike -93073.983141 	....completed....
	round 233000 		loglike -93073.983141 	....completed....
	round 234000 		loglike -93073.983141 	....completed....
	round 235000 		loglike -93073.983141 	....completed....
	round 236000 		loglike -93073.983141 	....completed....
	round 237000 		loglike -93073.983141 	....completed....
	round 238000 		loglike -93073.983141 	....completed....
	round 239000 		loglike -93073.983141 	....completed....
	round 240000 		loglike -93073.983141 	....completed....
	round 241000 		loglike -93073.983141 	....completed....
	round 242000 		loglike -93073.983141 	....completed....
	round 243000 		loglike -93073.983141 	....completed....
	round 244000 		loglike -93073.983141 	....completed....
	round 245000 		loglike -93073.983141 	....completed....
	round 246000 		loglike -93073.983141 	....completed....
	round 247000 		loglike -93073.983141 	....completed....
	round 248000 		loglike -93073.983141 	....completed....
	round 249000 		loglike -93073.983141 	....completed....
	round 250000 		loglike -93073.983141 	....completed....
			Analysis is completed in 4 seconds (cpu time is 4 seconds)
              Maximum Pseudo-likelihood Estimation of Species Trees (MPEST_1.5)  

                                     by

                                  Liang Liu

                          Department of Statistics
                            University of Georgia
                                 lliu@uga.edu

                 Distributed under the GNU General Public License

	round 1000 		loglike -98255.029431 	....completed....
	round 2000 		loglike -95485.249588 	....completed....
	round 3000 		loglike -94634.427563 	....completed....
	round 4000 		loglike -93761.074488 	....completed....
	round 5000 		loglike -92849.631581 	....completed....
	round 6000 		loglike -91953.753869 	....completed....
	round 7000 		loglike -91259.293345 	....completed....
	round 8000 		loglike -90398.705748 	....completed....
	round 9000 		loglike -89891.412907 	....completed....
	round 10000 		loglike -89718.308926 	....completed....
	round 11000 		loglike -89385.151382 	....completed....
	round 12000 		loglike -89086.135030 	....completed....
	round 13000 		loglike -88864.783284 	....completed....
	round 14000 		loglike -88590.064677 	....completed....
	round 15000 		loglike -88486.126423 	....completed....
	round 16000 		loglike -88313.991626 	....completed....
	round 17000 		loglike -88165.322737 	....completed....
	round 18000 		loglike -88073.910235 	....completed....
	round 19000 		loglike -88010.018303 	....completed....
	round 20000 		loglike -87968.862297 	....completed....
	round 21000 		loglike -87920.023884 	....completed....
	round 22000 		loglike -87884.482639 	....completed....
	round 23000 		loglike -87864.124167 	....completed....
	round 24000 		loglike -87825.965728 	....completed....
	round 25000 		loglike -87799.077289 	....completed....
	round 26000 		loglike -87778.833454 	....completed....
	round 27000 		loglike -87760.242987 	....completed....
	round 28000 		loglike -87746.490163 	....completed....
	round 29000 		loglike -87738.197134 	....completed....
	round 30000 		loglike -87729.519172 	....completed....
	round 31000 		loglike -87720.329454 	....completed....
	round 32000 		loglike -87716.102296 	....completed....
	round 33000 		loglike -87712.580637 	....completed....
	round 34000 		loglike -87711.842466 	....completed....
	round 35000 		loglike -87706.003569 	....completed....
	round 36000 		loglike -87700.980651 	....completed....
	round 37000 		loglike -87697.005451 	....completed....
	round 38000 		loglike -87695.723463 	....completed....
	round 39000 		loglike -87695.723463 	....completed....
	round 40000 		loglike -87695.723200 	....completed....
	round 41000 		loglike -87695.723200 	....completed....
	round 42000 		loglike -87695.710662 	....completed....
	round 43000 		loglike -87695.706503 	....completed....
	round 44000 		loglike -87695.705751 	....completed....
	round 45000 		loglike -87695.702589 	....completed....
	round 46000 		loglike -87695.702520 	....completed....
	round 47000 		loglike -87695.702439 	....completed....
	round 48000 		loglike -87695.702410 	....completed....
	round 49000 		loglike -87695.702117 	....completed....
	round 50000 		loglike -87695.702117 	....completed....
	round 51000 		loglike -87695.701859 	....completed....
	round 52000 		loglike -87695.701859 	....completed....
	round 53000 		loglike -87695.701859 	....completed....
	round 54000 		loglike -87695.701751 	....completed....
	round 55000 		loglike -87695.701741 	....completed....
	round 56000 		loglike -87695.701741 	....completed....
	round 57000 		loglike -87695.701741 	....completed....
	round 58000 		loglike -87695.701741 	....completed....
	round 59000 		loglike -87695.701738 	....completed....
	round 60000 		loglike -87695.701738 	....completed....
	round 61000 		loglike -87695.701738 	....completed....
	round 62000 		loglike -87695.701738 	....completed....
	round 63000 		loglike -87695.701738 	....completed....
	round 64000 		loglike -87695.701422 	....completed....
	round 65000 		loglike -87695.701396 	....completed....
	round 66000 		loglike -87695.700430 	....completed....
	round 67000 		loglike -87695.700355 	....completed....
	round 68000 		loglike -87695.700355 	....completed....
	round 69000 		loglike -87695.700355 	....completed....
	round 70000 		loglike -87695.700355 	....completed....
	round 71000 		loglike -87695.700355 	....completed....
	round 72000 		loglike -87695.700355 	....completed....
	round 73000 		loglike -87695.700355 	....completed....
	round 74000 		loglike -87695.700355 	....completed....
	round 75000 		loglike -87695.700355 	....completed....
	round 76000 		loglike -87695.700355 	....completed....
	round 77000 		loglike -87695.700355 	....completed....
	round 78000 		loglike -87695.700267 	....completed....
	round 79000 		loglike -87695.700267 	....completed....
	round 80000 		loglike -87695.700267 	....completed....
	round 81000 		loglike -87695.700267 	....completed....
	round 82000 		loglike -87695.700267 	....completed....
	round 83000 		loglike -87695.700125 	....completed....
	round 84000 		loglike -87695.700125 	....completed....
	round 85000 		loglike -87695.700125 	....completed....
	round 86000 		loglike -87695.700125 	....completed....
	round 87000 		loglike -87695.700125 	....completed....
	round 88000 		loglike -87695.700125 	....completed....
	round 89000 		loglike -87695.700125 	....completed....
	round 90000 		loglike -87695.700125 	....completed....
	round 91000 		loglike -87695.700125 	....completed....
	round 92000 		loglike -87695.700123 	....completed....
	round 93000 		loglike -87695.700123 	....completed....
	round 94000 		loglike -87695.700000 	....completed....
	round 95000 		loglike -87695.699992 	....completed....
	round 96000 		loglike -87695.699983 	....completed....
	round 97000 		loglike -87695.699983 	....completed....
	round 98000 		loglike -87695.699983 	....completed....
	round 99000 		loglike -87695.699983 	....completed....
	round 100000 		loglike -87695.699983 	....completed....
	round 101000 		loglike -87695.699983 	....completed....
	round 102000 		loglike -87695.699983 	....completed....
	round 103000 		loglike -87695.699983 	....completed....
	round 104000 		loglike -87695.699983 	....completed....
	round 105000 		loglike -87695.699983 	....completed....
	round 106000 		loglike -87695.699982 	....completed....
	round 107000 		loglike -87695.699982 	....completed....
	round 108000 		loglike -87695.699982 	....completed....
	round 109000 		loglike -87695.699970 	....completed....
	round 110000 		loglike -87695.699970 	....completed....
	round 111000 		loglike -87695.699970 	....completed....
	round 112000 		loglike -87695.699970 	....completed....
	round 113000 		loglike -87695.699970 	....completed....
	round 114000 		loglike -87695.699970 	....completed....
	round 115000 		loglike -87695.699970 	....completed....
	round 116000 		loglike -87695.699967 	....completed....
	round 117000 		loglike -87695.699957 	....completed....
	round 118000 		loglike -87695.699957 	....completed....
	round 119000 		loglike -87695.699957 	....completed....
	round 120000 		loglike -87695.699957 	....completed....
	round 121000 		loglike -87695.699957 	....completed....
	round 122000 		loglike -87695.699952 	....completed....
	round 123000 		loglike -87695.699952 	....completed....
	round 124000 		loglike -87695.699952 	....completed....
	round 125000 		loglike -87695.699952 	....completed....
	round 126000 		loglike -87695.699952 	....completed....
	round 127000 		loglike -87695.699952 	....completed....
	round 128000 		loglike -87695.699952 	....completed....
	round 129000 		loglike -87695.699952 	....completed....
	round 130000 		loglike -87695.699952 	....completed....
	round 131000 		loglike -87695.699951 	....completed....
	round 132000 		loglike -87695.699935 	....completed....
	round 133000 		loglike -87695.699935 	....completed....
	round 134000 		loglike -87695.699935 	....completed....
	round 135000 		loglike -87695.699935 	....completed....
	round 136000 		loglike -87695.699935 	....completed....
